Context,Question,Temperature,Method,Image_Path,Output,Actual
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2093.png,1,5
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2094.png,0,5
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,210.png,0,78
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2102.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2103.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2105.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2106.png,0,12
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2108.png,1,4
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2109.png,1,67
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,211.png,1,34
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2110.png,1,32
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2112.png,1,3
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2113.png,0,7
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2114.png,0,4
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2118.png,1,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2119.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,212.png,1,22
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2126.png,0,5
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2127.png,0,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2129.png,0,23
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,213.png,0,32
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2130.png,0,13
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2131.png,1,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2133.png,0,15
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2134.png,1,18
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2135.png,0,4
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2138.png,0,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2139.png,1,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,214.png,0,72
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2144.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2148.png,1,6
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2149.png,0,3
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,215.png,0,63
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2150.png,1,9
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2151.png,1,4
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2153.png,1,9
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2154.png,0,15
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2155.png,1,9
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2157.png,0,7
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2161.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2165.png,0,4
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2169.png,1,12
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2170.png,0,7
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2171.png,1,4
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2174.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2175.png,0,3
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2178.png,1,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2179.png,1,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,218.png,0,6
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2188.png,1,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2189.png,0,29
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2190.png,1,10
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2191.png,1,2
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2192.png,1,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2193.png,1,12
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2194.png,1,7
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,22.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2208.png,1,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2209.png,0,4
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2210.png,1,6
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2213.png,0,7
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2214.png,0,10
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2215.png,0,3
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2226.png,0,6
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2229.png,0,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2230.png,0,14
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2231.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2232.png,1,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2233.png,1,2
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2234.png,1,19
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2235.png,0,8
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2236.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2244.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2245.png,1,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2246.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2248.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2249.png,1,16
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,225.png,1,24
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2250.png,0,8
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2251.png,1,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2253.png,0,3
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2254.png,0,7
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2259.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,226.png,1,29
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2260.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2261.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2264.png,1,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2265.png,1,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2269.png,0,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2270.png,0,7
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2274.png,1,8
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,228.png,0,7
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2284.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2285.png,1,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2288.png,1,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2289.png,1,20
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,229.png,1,38
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2290.png,1,9
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2291.png,1,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2292.png,1,20
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2293.png,1,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2294.png,1,2
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2295.png,1,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2296.png,1,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2297.png,0,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,23.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,230.png,1,29
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2302.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2303.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2309.png,0,8
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,231.png,1,15
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2310.png,0,7
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2313.png,0,31
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2314.png,0,21
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2317.png,1,12
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2318.png,0,5
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,232.png,1,9
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2320.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2321.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2322.png,1,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2323.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2324.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2325.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2326.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2328.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2329.png,1,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,233.png,0,30
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2330.png,1,3
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2331.png,1,2
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2332.png,0,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,2-Shot,2333.png,1,2
